WKT,name
"POLYGON ((-73.8972539 40.8064534, -73.9025143 40.8065844, -73.9038447 40.8120414, -73.9120844 40.8139902, -73.9179209 40.8161338, -73.9323405 40.8196414, -73.9321688 40.8152244, -73.932598 40.8105472, -73.9323405 40.8082735, -73.9287356 40.8043754, -73.9272764 40.8039207, -73.9275339 40.8028162, -73.9263323 40.8024913, -73.9227274 40.8022964, -73.9211825 40.8013218, -73.9202383 40.7996975, -73.9139727 40.7968386, -73.9113978 40.7967086, -73.9077071 40.7995026, -73.9057329 40.8018416, -73.9035872 40.8039207, -73.9022139 40.8048952, -73.8981798 40.8054799, -73.8984373 40.8063895, -73.8972539 40.8064534))",Mott Haven
"POLYGON ((-73.9029773 40.8094951, -73.902643 40.8065519, -73.8973644 40.8064219, -73.8899011 40.805722, -73.8881201 40.804715, -73.8849443 40.8019862, -73.8837427 40.8021162, -73.8783354 40.802571, -73.8781423 40.8016451, -73.8783354 40.801304, -73.8761038 40.8010604, -73.8759965 40.8013852, -73.8749451 40.801239, -73.8748378 40.8009467, -73.8736791 40.8008005, -73.8728637 40.8011253, -73.8728208 40.8008005, -73.8729924 40.8007842, -73.8731426 40.8001832, -73.872456 40.8001995, -73.8723701 40.8007193, -73.8725847 40.8007518, -73.8725633 40.8011903, -73.8719924 40.8013092, -73.8680872 40.8067017, -73.8702328 40.8104858, -73.8705332 40.8116064, -73.8721641 40.8137826, -73.8796313 40.8161861, -73.8832362 40.8197587, -73.8844379 40.8226166, -73.8872703 40.8225516, -73.89654 40.8143673, -73.9029773 40.8094951))",Hunts Point
"POLYGON ((-73.9252683 40.8180596, -73.9179209 40.8161338, -73.9161273 40.8169553, -73.9147111 40.8183194, -73.9126511 40.8205928, -73.9116212 40.8222816, -73.9110633 40.8234832, -73.9162131 40.824912, -73.9180585 40.8235481, -73.9204617 40.8222166, -73.9233371 40.8199757, -73.9252683 40.8180596))",Melrose
"POLYGON ((-73.8532906 40.7882701, -73.8533764 40.7880426, -73.8542347 40.7878152, -73.8561659 40.7877177, -73.8562088 40.7873603, -73.8567667 40.7867104, -73.8579683 40.7871003, -73.8588695 40.7866129, -73.8593416 40.7856706, -73.8590412 40.7853457, -73.8586979 40.7850857, -73.8579683 40.7845658, -73.8581829 40.7842734, -73.8582687 40.7836885, -73.8574963 40.783461, -73.8568954 40.783331, -73.8562517 40.7832335, -73.8555222 40.7830386, -73.8554792 40.7820962, -73.8534193 40.7818687, -73.8531618 40.7822912, -73.8493423 40.7823237, -73.8495569 40.7816413, -73.8499432 40.7812838, -73.8495998 40.7803414, -73.8498144 40.7786516, -73.8480501 40.7669178, -73.8443337 40.7653671, -73.8397587 40.7666439, -73.8353813 40.7699916, -73.8313687 40.7721529, -73.8250952 40.7817388, -73.8246231 40.783656, -73.8239365 40.7867754, -73.8230352 40.788465, -73.8217907 40.7888224, -73.8195591 40.788725, -73.8191299 40.7884325, -73.8196878 40.7895373, -73.8215761 40.7901546, -73.8266401 40.7973348, -73.8270693 40.7975622, -73.8270264 40.7971399, -73.8274555 40.7967663, -73.8290219 40.7965226, -73.8292794 40.7963114, -73.8288503 40.796084, -73.828743 40.7956129, -73.8283997 40.7954667, -73.8283997 40.7952393, -73.8280778 40.7949469, -73.8280992 40.7947032, -73.8279061 40.7943459, -73.8280778 40.7937123, -73.827949 40.7933387, -73.8280134 40.7928188, -73.8283138 40.7923802, -73.8300304 40.7914705, -73.8306313 40.7916167, -73.8314466 40.7913568, -73.83179 40.7907882, -73.8318758 40.7903983, -73.8321333 40.7900734, -73.8319831 40.7896347, -73.8321118 40.7894073, -73.83179 40.7892611, -73.8318758 40.7889524, -73.8323479 40.788595, -73.8334422 40.7884488, -73.8339143 40.7884813, -73.834043 40.7890174, -73.8353949 40.7891961, -73.8355665 40.7895697, -73.836339 40.7894398, -73.8371544 40.7895697, -73.8374763 40.7908369, -73.837326 40.7913243, -73.836575 40.7916329, -73.8365965 40.7923802, -73.8383989 40.7967338, -73.8389997 40.7970099, -73.8399868 40.7968962, -73.8402443 40.7975785, -73.8391929 40.7977572, -73.8392572 40.7979196, -73.8404803 40.7976435, -73.8402014 40.7968313, -73.8407807 40.7967338, -73.8415318 40.7960515, -73.8412099 40.7954505, -73.8414459 40.7949794, -73.8418107 40.795548, -73.8420682 40.7955805, -73.842905 40.795353, -73.8428407 40.7949469, -73.8443856 40.7948007, -73.8446646 40.7948495, -73.8449864 40.7952718, -73.8453083 40.7954343, -73.8456302 40.7959866, -73.8459735 40.7959866, -73.8462954 40.7961977, -73.8465099 40.7960191, -73.8485913 40.795483, -73.8488488 40.7952068, -73.8488059 40.7947682, -73.8488059 40.794557, -73.8490634 40.7942809, -73.8489776 40.7937611, -73.8489132 40.7935336, -73.8492351 40.7933874, -73.8509517 40.793891, -73.8520246 40.7943621, -73.8525825 40.7948819, -73.8527756 40.7945083, -73.8532262 40.7942971, -73.853827 40.7940535, -73.8539343 40.7936148, -73.8537626 40.793095, -73.8539987 40.7923965, -73.8529901 40.791503, -73.8529901 40.7912593, -73.8533978 40.7908207, -73.8545351 40.7902846, -73.8547497 40.7892123, -73.8548784 40.78866, -73.8547282 40.788335, -73.8541489 40.7881726, -73.8532906 40.7882701))",College Point
"POLYGON ((-74.0733404 40.6378017, -74.0739198 40.6378831, -74.0770097 40.6377203, -74.0786834 40.6382739, -74.0836831 40.6358151, -74.0861936 40.6368247, -74.0872365 40.637787, -74.088009 40.6377219, -74.0895539 40.6357353, -74.0906268 40.6353771, -74.0918714 40.6355725, -74.0924293 40.6354422, -74.0929891 40.6350587, -74.0934612 40.6349773, -74.0939547 40.6350099, -74.0956928 40.6355961, -74.0961219 40.6355635, -74.0965725 40.6352541, -74.0972163 40.6339514, -74.0971589 40.6319112, -74.0889267 40.6303097, -74.0879826 40.6310588, -74.085236 40.6293326, -74.0848927 40.6293977, -74.0846352 40.6297234, -74.0829615 40.6287789, -74.081674 40.6300166, -74.0805582 40.6310914, -74.0794424 40.6321661, -74.0789275 40.6328827, -74.0784983 40.6327849, -74.0778117 40.6324918, -74.0758805 40.6319707, -74.0748076 40.6316125, -74.074078 40.6319056, -74.0733914 40.631873, -74.0733485 40.632329, -74.0728335 40.6336968, -74.0732197 40.6356835, -74.0731339 40.6362371, -74.0734343 40.6365302, -74.0717606 40.6366279, -74.0734343 40.6367256, -74.070559 40.6370838, -74.0706877 40.6374095, -74.0734343 40.6372141, -74.0733404 40.6378017))",Tompkinsville
"POLYGON ((-73.8393295 40.7659613, -73.8387716 40.7657013, -73.8382352 40.7657013, -73.8378919 40.76523, -73.8369692 40.7638323, -73.83654 40.7631335, -73.8362611 40.7611994, -73.8373983 40.7587614, -73.8378704 40.7584689, -73.8384712 40.7571036, -73.8382566 40.7565834, -73.8381279 40.7561608, -73.839587 40.7541778, -73.840617 40.7538202, -73.8407364 40.7528777, -73.8394154 40.7527149, -73.8375271 40.7523898, -73.8353813 40.7505042, -73.8348663 40.7488786, -73.8352955 40.7470579, -73.8363255 40.7456274, -73.8374413 40.7449121, -73.8387287 40.7443918, -73.8376128 40.7430752, -73.8370978 40.7388481, -73.836497 40.7350111, -73.8330638 40.7279217, -73.8317763 40.7280518, -73.8307464 40.7278566, -73.8191362 40.7310453, -73.818235 40.729842, -73.8150163 40.7303299, -73.8151451 40.7285412, -73.8108106 40.7263947, -73.8112398 40.7279558, -73.8052746 40.7286388, -73.8051458 40.7305087, -73.8049312 40.7314681, -73.80609 40.7320209, -73.7964999 40.7313038, -73.7965279 40.7384051, -73.7972145 40.7402911, -73.7970429 40.7419168, -73.8095461 40.7422623, -73.8142453 40.7430427, -73.8137948 40.7444733, -73.8135373 40.7457413, -73.8141381 40.746164, -73.8147779 40.7467038, -73.8104006 40.7493698, -73.8120706 40.7510669, -73.8136192 40.7541163, -73.8104864 40.7541488, -73.8093706 40.7623731, -73.8155933 40.7612517, -73.8156148 40.7653796, -73.8128218 40.7650822, -73.8041612 40.7624699, -73.7932558 40.7632995, -73.7885027 40.7640722, -73.7880736 40.7642347, -73.7888212 40.7647735, -73.7895937 40.7661386, -73.7956019 40.773224, -73.7974213 40.7739786, -73.7978999 40.7743483, -73.8008881 40.7745335, -73.8141648 40.7757458, -73.8177482 40.7764282, -73.8217823 40.7770132, -73.8240997 40.7765582, -73.8238371 40.7784089, -73.8221634 40.7816261, -73.8253821 40.7813661, -73.8272577 40.778439, -73.8286357 40.7767179, -73.8313687 40.7721529, -73.8353813 40.7699916, -73.8381922 40.7669689, -73.8396085 40.7662376, -73.8393295 40.7659613))",Flushing
"POLYGON ((-73.7890788 40.7778388, -73.789937 40.7776438, -73.7907095 40.7774488, -73.7932416 40.7769288, -73.7929411 40.7748815, -73.7926836 40.7738739, -73.7938853 40.773224, -73.7956019 40.773224, -73.7895937 40.7661386, -73.7888212 40.7647735, -73.7873621 40.7636683, -73.785903 40.7630832, -73.7852164 40.7621731, -73.7839289 40.7589225, -73.7831564 40.7572971, -73.7826414 40.7562244, -73.7819119 40.7551516, -73.7806244 40.7534936, -73.7790795 40.7503727, -73.7756891 40.7434149, -73.7615271 40.7473816, -73.7583084 40.7489422, -73.7547894 40.74982, -73.7496395 40.7509579, -73.7459917 40.7523883, -73.7442655 40.7536479, -73.7472696 40.7568337, -73.7492437 40.7585891, -73.7519044 40.7598244, -73.7555093 40.7610596, -73.7565822 40.7618723, -73.7564535 40.7625224, -73.7520761 40.763335, -73.7525911 40.7641151, -73.7534494 40.7645376, -73.7539644 40.7654152, -73.7552518 40.7662928, -73.7560672 40.7662278, -73.758213 40.7673979, -73.7591142 40.7678205, -73.7596721 40.768893, -73.760745 40.7700631, -73.7628479 40.7717206, -73.7644357 40.7729557, -73.7653369 40.7740931, -73.7659378 40.7746456, -73.7661523 40.7756856, -73.7667531 40.7761731, -73.7681264 40.7791629, -73.7822559 40.7751362, -73.7836292 40.7734462, -73.784273 40.7733812, -73.7844772 40.776823, -73.7856892 40.7760786, -73.7869663 40.7775055, -73.7890788 40.7778388))",Bayside
"POLYGON ((-73.8155718 40.7612517, -73.8093491 40.7623894, -73.8104649 40.7541651, -73.8135977 40.7541326, -73.8117523 40.7506865, -73.8103791 40.7493861, -73.8147779 40.7467038, -73.8141166 40.7461803, -73.8073321 40.7501013, -73.8029118 40.7497437, -73.8027401 40.7480531, -73.8035555 40.746395, -73.798234 40.7469802, -73.7974615 40.7464925, -73.7956162 40.7466551, -73.7924404 40.7461023, -73.7920113 40.7516943, -73.7930842 40.7581636, -73.7935133 40.7610892, -73.7932558 40.7632995, -73.8014461 40.7627041, -73.8041612 40.7624699, -73.8076488 40.7636657, -73.8128218 40.7650822, -73.8156148 40.7653796, -73.8155718 40.7612517))",Murray Hill
"POLYGON ((-73.8266616 40.7973511, -73.8215976 40.7901709, -73.8197093 40.7895536, -73.8195806 40.7887413, -73.8230567 40.7884813, -73.8245932 40.781904, -73.8221634 40.7816262, -73.8238371 40.778409, -73.8240782 40.7765745, -73.8217608 40.7770295, -73.8177267 40.7764445, -73.8174263 40.7763146, -73.8171474 40.7762821, -73.8141433 40.7757621, -73.8089506 40.7752421, -73.7978784 40.7743646, -73.7970201 40.7737471, -73.7956234 40.7732078, -73.7938873 40.7728696, -73.7927051 40.7738577, -73.7932631 40.7769126, -73.790731 40.7774326, -73.792276 40.7866613, -73.7905927 40.7880177, -73.7902395 40.7887927, -73.7914411 40.7894101, -73.7927715 40.7887927, -73.7941018 40.789865, -73.7948743 40.791652, -73.7942306 40.7943487, -73.7946597 40.794966, -73.7962905 40.7953233, -73.7984363 40.7960056, -73.7992302 40.7962005, -73.7995092 40.796233, -73.7996808 40.7963792, -73.8002817 40.7963305, -73.8010756 40.7965092, -73.8022987 40.7962655, -73.802921 40.796298, -73.8030497 40.7966554, -73.803393 40.7966879, -73.8036291 40.7964279, -73.8042513 40.796233, -73.8052169 40.7961356, -73.8060752 40.7964929, -73.8065044 40.7963955, -73.8116328 40.7973376, -73.8118259 40.7980036, -73.8123838 40.7981498, -73.8125769 40.7980686, -73.8127486 40.7973051, -73.8129417 40.7973051, -73.8129631 40.7971264, -73.8132635 40.7971914, -73.8134352 40.7970777, -73.8136927 40.7971264, -73.8138 40.7975001, -73.8153879 40.7983772, -73.8157741 40.7984747, -73.8160745 40.7987833, -73.8180272 40.7996767, -73.8195721 40.8006676, -73.8204304 40.8006676, -73.8210741 40.8003914, -73.8220612 40.799628, -73.8227478 40.7988808, -73.8238422 40.7982635, -73.8247863 40.7975975, -73.8251511 40.7973214, -73.8255803 40.7974026, -73.8257734 40.7973051, -73.8262025 40.7974351, -73.8266102 40.79776, -73.8270908 40.7975785, -73.8266616 40.7973511))",Whitestone
"POLYGON ((-73.7760402 40.7434604, -73.7801601 40.7427451, -73.7883998 40.7404365, -73.7877132 40.7387457, -73.7887002 40.7384205, -73.7858249 40.7324046, -73.7849237 40.7305835, -73.7877561 40.7299006, -73.7866403 40.7275265, -73.780718 40.7293477, -73.7773706 40.7302258, -73.7729503 40.7313315, -73.7701608 40.7316892, -73.7733365 40.7370223, -73.7739803 40.7390058, -73.7760402 40.7434604))",Fresh Meadows
"POLYGON ((-73.7466052 40.7323251, -73.7536504 40.7269564, -73.7541654 40.7268914, -73.75541 40.7265336, -73.7544228 40.7250051, -73.7544658 40.7246798, -73.7547662 40.7238342, -73.7509897 40.7207769, -73.757427 40.7182399, -73.7539079 40.7138161, -73.7465265 40.697387, -73.7439086 40.6982329, -73.7448957 40.7001526, -73.7415054 40.7009985, -73.7409803 40.7018686, -73.7408623 40.7019743, -73.7322471 40.701714, -73.7321934 40.7031537, -73.7273362 40.7030834, -73.7274649 40.7068898, -73.7273362 40.7087441, -73.7279799 40.7109237, -73.7286237 40.7123224, -73.7291816 40.7148272, -73.728452 40.7163885, -73.7287953 40.7187955, -73.7303403 40.721983, -73.7293961 40.7225359, -73.7315419 40.7273819, -73.7438157 40.7304064, -73.7455323 40.7306991, -73.7464764 40.7314471, -73.7466052 40.7323251))",Queens Village
"POLYGON ((-73.74989 40.7042758, -73.7539079 40.7138161, -73.757427 40.7182399, -73.7509897 40.7207769, -73.7546855 40.7242446, -73.7596637 40.7211223, -73.7670451 40.7173492, -73.7713154 40.7158479, -73.7685793 40.7126544, -73.7661655 40.7069346, -73.7587735 40.7087327, -73.7559196 40.7026979, -73.74989 40.7042758))",Hollis
"POLYGON ((-73.7781334 40.7234768, -73.7768123 40.7219405, -73.7759969 40.7202492, -73.7736272 40.7153778, -73.7709329 40.7160533, -73.7670451 40.7173492, -73.7596637 40.7211223, -73.7546855 40.7242446, -73.7544228 40.7250051, -73.75541 40.7265336, -73.7570284 40.7260711, -73.75926 40.7256808, -73.7614916 40.725941, -73.7651394 40.7263638, -73.7687013 40.7259735, -73.7721346 40.7251279, -73.7756536 40.7235668, -73.7769411 40.7227536, -73.7771892 40.7237044, -73.7781334 40.7234768))",Holliswood
"POLYGON ((-73.7651504 40.7345468, -73.7597001 40.7287257, -73.7590993 40.7283029, -73.7581123 40.7279126, -73.7570394 40.7277825, -73.7563527 40.7281403, -73.7560094 40.7278151, -73.7541211 40.7278476, -73.7536504 40.7269564, -73.7518895 40.7285305, -73.7489284 40.7305794, -73.745581 40.7335062, -73.7464822 40.7357825, -73.7484134 40.7380912, -73.7589706 40.7360426, -73.7651504 40.7345468))",Hollis Hills
"POLYGON ((-73.7675399 40.7454739, -73.7672395 40.7444335, -73.7655658 40.7430679, -73.7627763 40.73728, -73.7623901 40.7363045, -73.7627763 40.7351989, -73.7437219 40.7390684, -73.7439794 40.7407918, -73.7499876 40.7398488, -73.7513179 40.7401415, -73.7533779 40.7424501, -73.7484426 40.7433605, -73.7461252 40.7431004, -73.7450094 40.7431654, -73.744709 40.743393, -73.7464685 40.747067, -73.7446661 40.7474897, -73.7448806 40.7479774, -73.7441511 40.7483025, -73.745696 40.7516837, -73.746726 40.7520413, -73.7496395 40.7509579, -73.7542791 40.7498305, -73.7583084 40.7489422, -73.7611026 40.7474897, -73.7675399 40.7454739))",Oakland Gardens
"POLYGON ((-73.7926226 40.7392668, -73.7801601 40.7427451, -73.7756891 40.7434149, -73.7806244 40.7534936, -73.7826414 40.7562244, -73.7845545 40.760009, -73.785903 40.7630832, -73.7873621 40.7636683, -73.7880736 40.7642347, -73.7885027 40.7640722, -73.7932558 40.7632995, -73.7935133 40.7610892, -73.7920113 40.7516943, -73.7924404 40.7461023, -73.794468 40.7465338, -73.794468 40.7443229, -73.7970429 40.7419168, -73.7972145 40.7402911, -73.7965279 40.7384051, -73.7926226 40.7392668))",Auberndale
"POLYGON ((-73.795967 40.738465, -73.7965279 40.7384051, -73.7964999 40.7313038, -73.793907 40.7311809, -73.7930487 40.7286442, -73.7918663 40.7259485, -73.7866403 40.7275265, -73.7877561 40.7299006, -73.7849237 40.7305835, -73.7887002 40.7384205, -73.7877132 40.7387457, -73.7883998 40.7404365, -73.795967 40.738465))",Utopia
"POLYGON ((-73.8031289 40.716336, -73.8000458 40.7166782, -73.7965628 40.7177997, -73.793945 40.7186129, -73.7924927 40.7190852, -73.7908619 40.7191828, -73.7902355 40.723119, -73.7918421 40.7256057, -73.793907 40.7311809, -73.8013693 40.7315247, -73.8012406 40.7283051, -73.8088795 40.7273782, -73.8081714 40.7247438, -73.8049742 40.7251504, -73.8044592 40.7214426, -73.809137 40.7199465, -73.8076414 40.7159782, -73.8031289 40.716336))",Hillcrest
"POLYGON ((-73.8325258 40.7278257, -73.8305517 40.72672, -73.8296934 40.7258093, -73.8276335 40.7248987, -73.8268181 40.7237929, -73.8263031 40.7214511, -73.8254448 40.7197598, -73.8257023 40.7162794, -73.821442 40.7169059, -73.8180269 40.715848, -73.8076414 40.7159782, -73.809137 40.7199465, -73.8044592 40.7214426, -73.8049742 40.7251504, -73.8081714 40.7247438, -73.8088795 40.7273782, -73.8012406 40.7283051, -73.8014122 40.7292567, -73.8013693 40.7315247, -73.80609 40.7320209, -73.8049312 40.7314681, -73.8052746 40.7286388, -73.8112398 40.7279558, -73.8108965 40.7272728, -73.8108106 40.7263947, -73.8151451 40.7285412, -73.8150163 40.7303299, -73.818235 40.729842, -73.8191362 40.7310453, -73.8307464 40.7278566, -73.8317763 40.7280518, -73.8325258 40.7278257))",Kew Garden Hills
"POLYGON ((-73.7465265 40.697387, -73.7457487 40.6950682, -73.7442896 40.6945638, -73.7449118 40.6927905, -73.7473691 40.6898138, -73.7263751 40.6839388, -73.726424 40.6856914, -73.7272823 40.6974708, -73.7273362 40.7030834, -73.7321934 40.7031537, -73.7322471 40.701714, -73.7409803 40.7018686, -73.7415054 40.7009985, -73.7448957 40.7001526, -73.7439086 40.6982329, -73.7465265 40.697387))",Cambria Heights
"POLYGON ((-73.7338237 40.742964, -73.733357 40.7423364, -73.7321124 40.7428566, -73.7301383 40.742564, -73.7300525 40.7436044, -73.7283359 40.7496193, -73.7273813 40.7516217, -73.7241091 40.753299, -73.7222854 40.7552231, -73.720011 40.7582261, -73.7176934 40.7593558, -73.7143455 40.7596645, -73.7441663 40.7784929, -73.7446813 40.777973, -73.7451534 40.7783954, -73.7453679 40.7789804, -73.7460117 40.7789479, -73.7460546 40.7786229, -73.7457113 40.777973, -73.7469987 40.7788179, -73.7477712 40.7790779, -73.747342 40.7793053, -73.7477283 40.7798578, -73.7482862 40.7807677, -73.7489299 40.7809952, -73.7500457 40.7820675, -73.7504749 40.7827499, -73.7517194 40.7825224, -73.7524919 40.7818725, -73.7531785 40.7813201, -73.7532214 40.7806377, -73.7541656 40.7799878, -73.7543372 40.7788504, -73.7550239 40.7776155, -73.7549381 40.7764456, -73.7542514 40.7753406, -73.7538223 40.7742356, -73.7531356 40.7730007, -73.7546806 40.7717656, -73.7556247 40.7717006, -73.7546806 40.7698806, -73.7546806 40.7689055, -73.7550239 40.7676055, -73.7540797 40.7659803, -73.7515048 40.763705, -73.7499599 40.763835, -73.7489299 40.76338, -73.7464408 40.7640951, -73.7441234 40.7603895, -73.7430076 40.7593493, -73.7410335 40.7568787, -73.7406902 40.7550583, -73.7414626 40.7534978, -73.7409477 40.7523275, -73.740261 40.7517423, -73.7380294 40.7486863, -73.736742 40.7481011, -73.7352828 40.7468656, -73.7350253 40.7443946, -73.7338237 40.742964))",Little Neck
"POLYGON ((-73.9804698 40.7304286, -73.9862634 40.7222654, -73.9787769 40.7199504, -73.9771032 40.7192348, -73.97367 40.7186819, -73.9731758 40.7199951, -73.9733689 40.7204017, -73.9732187 40.7207432, -73.9728969 40.7210359, -73.9719725 40.7254202, -73.9719527 40.7257682, -73.971715 40.7261032, -73.9715665 40.726565, -73.9804698 40.7304286))",Alphabet City
"POLYGON ((-73.7301383 40.742564, -73.7267772 40.740937, -73.7176792 40.7437983, -73.7013714 40.7525766, -73.7028305 40.7532918, -73.7040321 40.7542671, -73.7045471 40.7563476, -73.7042038 40.7594683, -73.7070362 40.7588507, -73.7098686 40.7587857, -73.713731 40.7592408, -73.7143455 40.7596645, -73.7176934 40.7593558, -73.720011 40.7582261, -73.7233869 40.7542346, -73.7241091 40.753299, -73.7273813 40.7516217, -73.728408 40.7494231, -73.7301383 40.742564))",Glen Oaks
"POLYGON ((-73.7176792 40.7437983, -73.7267772 40.740937, -73.7301383 40.742564, -73.7321124 40.7428566, -73.733357 40.7423364, -73.7337724 40.7390343, -73.7386218 40.7382214, -73.7397805 40.7386441, -73.7409822 40.7386766, -73.7432996 40.7384815, -73.7437219 40.7390684, -73.7484134 40.7380912, -73.7464822 40.7357825, -73.745581 40.7335062, -73.7465182 40.7325307, -73.7466041 40.7316527, -73.7455323 40.7306991, -73.7315419 40.7273819, -73.7293961 40.7225359, -73.7250737 40.7242266, -73.7182931 40.7261455, -73.710225 40.7272512, -73.7108687 40.7308936, -73.711727 40.733105, -73.7130145 40.7349911, -73.714817 40.7379502, -73.7176792 40.7437983))",Bellerose Manor
"POLYGON ((-73.701995 40.7518796, -73.7176792 40.7437983, -73.7122947 40.7338665, -73.7108687 40.7308936, -73.710225 40.7272512, -73.7072307 40.7279478, -73.7007934 40.7390043, -73.701995 40.7518796))",Floral Park
"POLYGON ((-74.0829615 40.6287789, -74.0833355 40.628291, -74.0838505 40.6274604, -74.0841294 40.6266787, -74.0842153 40.6260762, -74.0848375 40.6249199, -74.0850092 40.624529, -74.0852238 40.6228352, -74.0773059 40.6253922, -74.0767265 40.625441, -74.0759326 40.6255062, -74.0750314 40.6256039, -74.0752889 40.626011, -74.07398 40.6261087, -74.0740229 40.626809, -74.0722419 40.6271673, -74.0723706 40.627607, -74.0725423 40.6278676, -74.0729929 40.6300335, -74.0682508 40.6285678, -74.0680791 40.6288121, -74.0729929 40.6303592, -74.0733914 40.631873, -74.074078 40.6319056, -74.0748076 40.6316125, -74.0778117 40.6324918, -74.0784983 40.6327849, -74.0789275 40.6328827, -74.0794424 40.6321661, -74.0829615 40.6287789))",Stapleton Heights
"POLYGON ((-74.0852238 40.6228352, -74.0859751 40.6195096, -74.0861467 40.6180763, -74.086533 40.617099, -74.0876488 40.6156005, -74.0877775 40.6150793, -74.0873913 40.6143951, -74.0872625 40.6133201, -74.0810398 40.6177505, -74.0781645 40.6155679, -74.0749458 40.6173922, -74.0712122 40.6206497, -74.0709118 40.6204543, -74.0706972 40.6206823, -74.0700535 40.6214641, -74.0706543 40.622539, -74.0709976 40.6227019, -74.0722851 40.6246562, -74.0726713 40.6269037, -74.0722419 40.6271673, -74.0740229 40.626809, -74.07398 40.6261087, -74.0752889 40.626011, -74.0750314 40.6256039, -74.0773059 40.6253922, -74.0852238 40.6228352))",Clifton
"POLYGON ((-74.0872625 40.6133201, -74.0880121 40.6121943, -74.0887417 40.6108912, -74.0902866 40.6091319, -74.0883554 40.6081871, -74.0854372 40.6071445, -74.0825189 40.6065906, -74.0806736 40.6084803, -74.0797294 40.6098161, -74.0789999 40.6111518, -74.0780987 40.6124875, -74.0775408 40.6136603, -74.0772833 40.6146051, -74.0781645 40.6155679, -74.0810398 40.6177505, -74.0872625 40.6133201))",Park Hill
"POLYGON ((-74.0825189 40.6065906, -74.0777339 40.6062062, -74.0777339 40.6066298, -74.0772189 40.6074443, -74.0760173 40.6086498, -74.0750302 40.6095294, -74.074129 40.6100507, -74.0725197 40.6108489, -74.0704597 40.6119077, -74.0666188 40.6138624, -74.0628637 40.6157356, -74.0631856 40.6160776, -74.0634216 40.6164197, -74.0637435 40.6167292, -74.0643228 40.6169572, -74.0638508 40.6173155, -74.0640224 40.6174296, -74.0644087 40.6170712, -74.0650953 40.6175273, -74.0642155 40.6180974, -74.0643443 40.6182765, -74.0649666 40.6177879, -74.0653743 40.6181299, -74.0656103 40.6179345, -74.0659965 40.6182114, -74.0664257 40.6179019, -74.0666832 40.6180322, -74.0654386 40.6192375, -74.0663399 40.618814, -74.0689577 40.6205731, -74.0700535 40.6214641, -74.0709118 40.6204543, -74.0712122 40.6206497, -74.0749458 40.6173922, -74.0781645 40.6155679, -74.0772833 40.6146051, -74.0775408 40.6136603, -74.0780987 40.6124875, -74.0789999 40.6111518, -74.0797294 40.6098161, -74.0806736 40.6084803, -74.0825189 40.6065906))",Rosebank
"POLYGON ((-74.0777339 40.6062062, -74.0749841 40.6057938, -74.0726452 40.6053214, -74.0704565 40.6045231, -74.0673452 40.6033827, -74.0638905 40.6023238, -74.0610152 40.6021771, -74.0601139 40.6021934, -74.0611654 40.6024215, -74.0624314 40.6026333, -74.0638476 40.6029754, -74.0649205 40.6034153, -74.0653925 40.6038552, -74.0653496 40.6041973, -74.0604358 40.6064454, -74.0610581 40.607374, -74.0574532 40.6090356, -74.0581827 40.6096057, -74.0587406 40.6101596, -74.059084 40.6105994, -74.059084 40.6109089, -74.0589338 40.6109903, -74.059556 40.6117885, -74.0600281 40.6117559, -74.060071 40.6120003, -74.0603714 40.6119514, -74.0606289 40.6122935, -74.0606504 40.6126681, -74.0606504 40.6128636, -74.0608006 40.6130102, -74.0609722 40.6133849, -74.0617018 40.6146391, -74.0628637 40.6157356, -74.0750302 40.6095294, -74.0772189 40.6074443, -74.0777339 40.6066298, -74.0777339 40.6062062))",Shore Acres
"POLYGON ((-74.0574532 40.6090356, -74.0610581 40.607374, -74.0604358 40.6064454, -74.0653496 40.6041973, -74.0653925 40.6038552, -74.0649205 40.6034153, -74.0638476 40.6029754, -74.0624314 40.6026333, -74.0602583 40.6021959, -74.0580267 40.6025706, -74.0576191 40.6021308, -74.0598721 40.6013325, -74.0605373 40.6011858, -74.0618677 40.6010555, -74.0610308 40.5999151, -74.063713 40.5989701, -74.0618033 40.5965425, -74.0608377 40.5952227, -74.0606231 40.5948969, -74.0598077 40.5939355, -74.0587563 40.5948806, -74.0577478 40.5958419, -74.056396 40.5970964, -74.0553016 40.5981066, -74.0548725 40.5985954, -74.0540142 40.599133, -74.0529413 40.5998499, -74.0526838 40.5998173, -74.052319 40.5997195, -74.0524048 40.5998825, -74.052834 40.6000454, -74.0532846 40.6003224, -74.0534563 40.6005504, -74.0534563 40.60086, -74.0531988 40.601251, -74.0531344 40.6017072, -74.0533061 40.6025543, -74.0534777 40.6033038, -74.053585 40.603988, -74.0539069 40.604607, -74.0539927 40.6049817, -74.0536065 40.6052261, -74.0539498 40.6059755, -74.0549154 40.6061873, -74.0552373 40.6063665, -74.0550441 40.6066434, -74.0552373 40.6066923, -74.0554518 40.6064805, -74.0557093 40.6065782, -74.0561599 40.6068552, -74.0563745 40.607181, -74.0567178 40.607572, -74.0567822 40.6079141, -74.0570182 40.6083376, -74.0571684 40.6087611, -74.0574532 40.6090356))",Fort Wadsworth
